product_id,product_url,name,price,shop_id,shop_url,shop_name,product_id2
52083803,https://tiki.vn/noi-rung-the-he-moi-ket-noi-bluetooth-usb-phat-nhac-tu-chon-p52083803.html?spid=52083805,"Nôi rung thế hệ mới kết nối bluetooth & USB, phát nhạc tự chọn",1.999.000đ,30535,https://tiki.vn/cua-hang/hellobabyshop,Hellobabyshop,52083805
31957387,https://tiki.vn/noi-2-tang-3-sao-autoru-auac3s-p31957387.html?spid=31957391,NÔI 2 TẦNG 3 SAO AUTORU AUAC3S,1.890.000đ,50795,https://tiki.vn/cua-hang/shop-con-ngoan,SHOP CON NGOAN,31957391
1949431,https://tiki.vn/noi-dua-tre-em-joie-serina-2in1-in-the-rain-p1949431.html?spid=1949707,Nôi Đưa Trẻ Em Joie Serina 2in1 In The Rain,4.229.000đ,1,https://tiki.vn/cua-hang/tiki-trading,Tiki Trading,1949707
1949427,https://tiki.vn/noi-dua-tre-em-joie-serina-swivel-hip-hop-p1949427.html?spid=41578956,Nôi Đưa Trẻ Em Joie Serina Swivel Hip Hop,3.450.000đ,13666,https://tiki.vn/cua-hang/gau-bi-ngo,Gấu và Bí Ngô,41578956
21975758,https://tiki.vn/xe-day-3-banh-5-banh-gap-gon-gio-do-banh-xe-phat-sang-bao-hiem-tay-cam-dieu-chinh-p21975758.html?spid=21975763,Xe đẩy 3 bánh/5 bánh gấp gọn + giỏ đồ (bánh xe phát sáng + bảo hiểm + tay cầm điều chỉnh),390.000đ,46005,https://tiki.vn/cua-hang/sieu-thi-gia-dung-cao-cap-24h,Siêu Thị Gia Dụng Cao Cấp 24h,21975763
14319290,https://tiki.vn/noi-2-tang-3-sao-autoru-p14319290.html?spid=48037650,Nôi 2 Tầng 3 Sao Autoru,2.060.000đ,3997,https://tiki.vn/cua-hang/babymart,Babymart,48037650
15960691,https://tiki.vn/noi-dua-tu-dong-xich-du-nam-choi-tre-em-mastela-6504-tang-thuoc-do-chieu-cao-va-thi-luc-p15960691.html?spid=25306901,"Nôi Đưa Tự Động, Xích đu nằm chơi trẻ em Mastela 6504 Tặng Thước Đo Chiều Cao Và Thị Lực",1.689.000đ,60368,https://tiki.vn/cua-hang/tilomart,TILOMART,25306901
42345181,https://tiki.vn/ghe-bap-benh-4in1-kiem-xe-day-2-chieu-co-nhac-va-rung-mat-xa-cho-be-tang-mung-va-do-choi-kem-theo-xanh-p42345181.html?spid=42345182,Ghế bập bênh 4in1 kiêm xe đẩy 2 chiều có nhạc và rung mát xa cho bé TẶNG mùng và đồ chơi kèm theo (xanh),1.149.000đ,1664,https://tiki.vn/cua-hang/tinh-dau-ngoc-tuyet,Tinh dầu Ngọc Tuyết,42345182
1008778,https://tiki.vn/noi-em-be-tu-dong-vinanoi-vnn301-go-thong-cao-cap-vua-lam-noi-vua-lam-vong-mau-tu-nhien-p1008778.html?spid=24909964,Nôi Em Bé Tự Động VINANOI-VNN301 Gỗ Thông Cao Cấp Vừa Làm Nôi Vừa Làm Võng Màu Tự Nhiên,3.589.000đ,10870,https://tiki.vn/cua-hang/me-be-soc-nau,Mẹ bé Sóc Nâu,24909964
13687092,https://tiki.vn/noi-dien-loai-co-dien-2-in-1-p13687092.html?spid=56049492,Nôi điện loại có điện 2 in 1,799.000đ,129696,https://tiki.vn/cua-hang/tuoi-tho-ben-con,Tuổi Thơ Bên Con,56049492
